FIPS,insurance,cancer,UrbanIntense,NoInternet,UNEMP,singleparent,LimEnglish,Housing_T,NDVI,VacantH,asthma,X,Y
31089,12.9,6.5,0,0.231,0.0159,0.035,0.5113,0.1086,0.627615385,0.153,8.3,-98.78384471,42.45571085
31091,12.1,6.6,0,0.269,0.0061,0.0853,0,0.1557,0.446363095,0.286,8.6,-101.1353346,41.9159126
31093,12.6,6.6,0.001,0.225,0.1611,0.2385,0.3582,0.0261,0.711103175,0.126,8.5,-98.51709464,41.22003861
31095,13.9,6.4,0.001,0.245,0.0366,0.3613,0.7052,0.0793,0.710146032,0.159,9,-97.14271566,40.17576086
31097,16.6,6.2,0,0.242,0.0487,0.7112,0.7848,0.8287,0.709425,0.162,8.1,-96.26509689,40.39263157
31099,12.4,6.6,0.001,0.185,0.1035,0.0939,0.3582,0.1792,0.732514286,0.092,8.5,-98.94802164,40.50670726
31101,13.8,6.5,0.001,0.183,0.2054,0.49,0.297,0.2932,0.5097016,0.295,8.5,-101.6613512,41.19879316
31103,11.8,6.5,0,0.174,0,0.006,0,0.0032,0.570156667,0.361,8.5,-99.71234971,42.87882906
31105,16,6.5,0,0.287,0.7726,0.7771,0.4642,0.2423,0.347301923,0.193,8.9,-103.7149499,41.19765666
31107,12.8,6.5,0,0.234,0.1484,0.0853,0.4642,0.4721,0.674266667,0.251,8.8,-97.89189684,42.63678154
31109,12.1,6.5,0.017,0.109,0.1717,0.4518,0.774,0.6925,0.708181818,0.051,8.6,-96.68775551,40.78417355
31111,14,6.5,0.001,0.183,0.0949,0.5775,0.297,0.7491,0.557090592,0.107,9,-100.7452338,41.04776749
31113,12.1,6.5,0,0.263,0,0.0019,0.717,0.1009,0.536560317,0.184,8.5,-100.4828614,41.56648615
31115,11.5,6.6,0,0.268,0.0089,0.0083,0,0.0067,0.530954286,0.372,8.4,-99.45442057,41.91384687
31117,12.5,6.7,0,0.31,0,0.0022,0,0.0643,0.477493878,0.178,8.8,-101.0605304,41.56808446
31119,15.2,6.2,0.004,0.179,0.1245,0.5597,0.9,0.6848,0.71576,0.065,8.5,-97.60077908,41.91669811
31121,13.2,6.5,0.001,0.236,0.0949,0.1022,0.227,0.5587,0.736757627,0.127,8.7,-98.03798522,41.16903826
31123,16,6.5,0,0.224,0.5172,0.5775,0.7848,0.1172,0.436304,0.186,8.5,-103.0105488,41.71599965
31125,12.8,6.6,0.001,0.223,0.1611,0.3613,0.1477,0.0487,0.702357407,0.172,8.7,-97.99225091,41.39730225
31127,12.2,6.6,0.001,0.175,0.3299,0.4518,0.227,0.2245,0.737404762,0.179,8.7,-95.84981606,40.38765488
31129,13.4,6.5,0.001,0.235,0.0264,0.1251,0.5791,0.1598,0.733965079,0.221,8.7,-98.04718499,40.17637963
31131,13.4,6.6,0.001,0.199,0.1035,0.3792,0.6905,0.1487,0.737923077,0.098,8.4,-96.13477542,40.648501
31133,14.3,6.6,0,0.292,0.1611,0.0478,0.297,0.3212,0.707262222,0.248,9.1,-96.23705517,40.13154288
31135,11.8,6.5,0,0.161,0.0159,0.0045,0.3582,0.0439,0.497552083,0.153,8.1,-101.6496133,40.85094141
31137,12.5,6.6,0.001,0.176,0.0089,0.0665,0.5492,0.2674,0.748568966,0.076,8.3,-99.41454289,40.51111305
31139,11.7,6.6,0.001,0.169,0.0646,0.1706,0.3582,0.0385,0.723441429,0.07,8.3,-97.60129052,42.26437462
31141,15.4,6.2,0.004,0.186,0.2188,0.2216,0.915,0.3442,0.750205128,0.055,8,-97.521157,41.57128677
31143,13.4,6.5,0.001,0.153,0.4691,0.1487,0.5791,0.2464,0.768992308,0.25,8.5,-97.56842113,41.18689688
31145,13,6.6,0.001,0.238,0.1484,0.2385,0.227,0.4365,0.51345974,0.161,8.9,-100.4768648,40.17583051
31147,12.7,6.5,0.001,0.205,0.1717,0.5412,0.0707,0.029,0.718316949,0.143,9,-95.71753054,40.1250639
31149,12,6.5,0,0.225,0.0061,0.0159,0.3582,0.0713,0.557004545,0.289,8.6,-99.44992973,42.42128813
31151,19.4,6.2,0.001,0.21,0.1369,0.653,0.9564,0.5339,0.738963492,0.129,8.5,-97.1409087,40.52406109
31153,10.5,6.8,0.03,0.078,0.1245,0.5597,0.6087,0.1439,0.61983871,0.043,8.1,-96.11199196,41.11292734
31155,11.4,6.6,0.001,0.158,0.071,0.3247,0.4187,0.0302,0.704632941,0.132,8.5,-96.63740074,41.22637052
31157,17,6.4,0.004,0.207,0.4303,0.8918,0.717,0.2878,0.496891667,0.108,8.7,-103.7079466,41.85060754
31159,11.3,6.7,0.001,0.153,0.0525,0.2385,0.227,0.2394,0.725463492,0.072,8.2,-97.13950973,40.87238585
31161,14.5,6.5,0,0.273,0.071,0.3613,0.4187,0.7736,0.446911429,0.23,9.3,-102.4089636,42.50477302
31163,12.6,6.5,0.001,0.22,0.0395,0.0853,0.3582,0.0627,0.676873016,0.301,8.6,-98.97620706,41.22059059
31165,12.8,6.5,0,0.24,0.0159,0.1936,0,0.0325,0.433763203,0.272,8.5,-103.7588788,42.48771349
31167,12.9,6.5,0.001,0.16,0.1124,0.6065,0.6905,0.0057,0.746042857,0.102,8.5,-97.19391499,41.91692372
31169,12.3,6.5,0.001,0.226,0.0159,0.0939,0.227,0.0608,0.701474603,0.173,8.4,-97.5949196,40.17628563
31171,12.3,6.6,0,0.154,0.0366,0.0134,0,0.0029,0.473661905,0.272,8.6,-100.5558456,41.91350607
31173,15,6.6,0.001,0.318,0.9847,0.9911,0.631,0.6377,0.735671739,0.106,11.7,-96.54409721,42.15818606
31175,12.9,6.5,0.001,0.247,0.0366,0.1487,0.3582,0.1859,0.671001587,0.201,8.6,-98.9819022,41.56730588
31177,10.9,6.6,0.003,0.138,0.071,0.1022,0.297,0.1038,0.735593333,0.052,8.1,-96.22202948,41.5310383
31179,11.7,6.6,0.001,0.123,0.0433,0.0777,0.4642,0.3645,0.752642553,0.061,8.2,-97.11926027,42.20928856
31181,13.3,6.5,0,0.213,0.071,0.3247,0,0.0611,0.65817,0.206,8.6,-98.49994738,40.17643321
31183,12.8,6.5,0,0.238,0.0061,0.028,0,0.0086,0.641638095,0.343,8.8,-98.52818603,41.9147703
31185,12.1,6.5,0.002,0.148,0.1124,0.1162,0.5791,0.3604,0.786625714,0.096,8.5,-97.59710687,40.8727458
32001,13.6,6.3,0,0.142,0.7583,0.4126,0.8774,0.6358,0.12441065,0.1,9.5,-118.3357789,39.58087638
32003,17.6,5.9,0.011,0.151,0.7583,0.8185,0.9538,0.7443,0.085374788,0.136,8.5,-115.0135611,36.21519631
32005,12,6.5,0.003,0.116,0.449,0.2069,0.717,0.1452,0.310150649,0.15,8.8,-119.616372,38.9122414
32007,14.9,6.2,0,0.118,0.3299,0.7469,0.8494,0.5893,0.122205614,0.172,9.2,-115.3577007,41.14578296
32009,18.4,6.2,0,0.387,0.0395,0.1391,0.8857,0.937,0.063466408,0.522,9.9,-117.632366,37.78469655
32011,13.5,6.3,0,0.186,0,0.2069,0,0.1824,0.101050214,0.361,9,-116.2685596,39.98389202
32013,16.7,6.2,0,0.187,0.4691,0.7771,0.8819,0.6084,0.202673425,0.163,9.1,-118.1119658,41.40684657
32015,16.9,6.3,0,0.15,0.9121,0.9819,0.8895,0.9083,0.126350417,0.19,9.5,-117.0379084,39.93380605
32017,13.8,6.5,0,0.215,0.9516,0.0261,0.3582,0.3327,0.081316756,0.262,9.3,-114.87754,37.6433386
32019,15.5,6.3,0.002,0.153,0.8803,0.2961,0.7491,0.3419,0.148274208,0.114,9.7,-119.1891968,39.02039772
32021,15.6,6.4,0,0.289,0.9841,0.8918,0.0707,0.8663,0.05524456,0.332,10.6,-118.4352143,38.53880859
32023,16.4,6.3,0,0.227,0.9175,0.0611,0.7326,0.5664,0.081607363,0.164,9.7,-116.4719313,38.0423816
32027,18.2,6.1,0,0.284,0.7347,0.7679,0.8685,0.9984,0.171975904,0.22,8.6,-118.4044381,40.44035788
32029,11.5,6.4,0.004,0.157,0.2924,0.2792,0.227,0.0197,0.202313793,0.169,8.9,-119.5293622,39.44693073
32031,15.1,6.1,0.004,0.13,0.5172,0.5775,0.8857,0.772,0.205720257,0.084,9,-119.6643061,40.66559683
32033,16.1,6.3,0,0.176,0.2188,0.3123,0.5492,0.4935,0.069395556,0.22,9.1,-114.9016845,39.44219519
32510,15.9,6.3,0.022,0.169,0.6207,0.7316,0.8555,0.9605,0.303435714,0.057,9.2,-119.7474222,39.15114643
33001,11.1,6.5,0.004,0.124,0.3634,0.1936,0.1477,0.2356,0.583509804,0.355,10.3,-71.42269361,43.51796897
33003,11.6,6.6,0.001,0.12,0.1946,0.1812,0.0707,0.2111,0.69520354,0.485,10.5,-71.20299392,43.87384594
33005,10.8,6.5,0.003,0.149,0.2188,0.3792,0.297,0.5556,0.780855814,0.145,10,-72.25117527,42.91933143
33007,13.2,6.5,0.001,0.204,0.5172,0.49,0.4187,0.6979,0.634338991,0.363,11,-71.30553334,44.68949562
33009,10.7,6.4,0.002,0.123,0.1717,0.2385,0.4642,0.6855,0.77168806,0.339,10.2,-71.82071979,43.94066632
33011,10.8,6.5,0.017,0.091,0.2924,0.4518,0.7631,0.4998,0.693098039,0.064,10.6,-71.71608247,42.91529151
33013,10.1,6.4,0.006,0.115,0.2334,0.3247,0.6087,0.538,0.682204545,0.106,10.4,-71.68027646,43.29749626
33015,9.3,6.6,0.018,0.077,0.2054,0.2665,0.3582,0.114,0.641195294,0.084,9.7,-71.08905934,42.98459793
33017,10.7,6.9,0.009,0.115,0.2611,0.2961,0.4187,0.8029,0.648604348,0.093,10.2,-71.02880202,43.29699417
33019,11.9,6.6,0.003,0.153,0.2054,0.653,0.1477,0.3314,0.780925,0.215,11.3,-72.22222936,43.3612747
34001,15.9,6,0.017,0.162,0.9252,0.8628,0.9347,0.8812,0.579376563,0.22,9.8,-74.63373043,39.46882951
34003,12.9,5.9,0.084,0.098,0.3299,0.1487,0.9456,0.5616,0.542473077,0.052,8.2,-74.07422557,40.95967178
34005,11.6,6.2,0.016,0.106,0.6376,0.3792,0.7326,0.3193,0.672985393,0.074,9.5,-74.66806741,39.8777173
34007,14.3,6.2,0.057,0.157,0.7481,0.8628,0.9064,0.6301,0.649353846,0.092,9.7,-74.95975436,39.80353924
34009,12.9,6.4,0.037,0.142,0.8051,0.1391,0.6558,0.5202,0.452021875,0.598,9.8,-74.84997701,39.08509811
34011,21.3,6,0.01,0.196,0.7726,0.9723,0.9577,0.9844,0.668846,0.103,10.7,-75.12931827,39.32809858
34013,17.2,5.7,0.158,0.176,0.9054,0.9433,0.9631,0.9411,0.484153333,0.106,10.2,-74.24706015,40.78721478
34015,11.7,6.4,0.028,0.113,0.6376,0.2961,0.631,0.2286,0.625991892,0.075,9.6,-75.14141305,39.71726461
34017,18.7,5.4,0.429,0.141,0.6032,0.7905,0.9892,0.8434,0.277133333,0.087,8.6,-74.07595544,40.730905
34019,9.8,6.4,0.004,0.084,0.2455,0.0665,0.6087,0.141,0.730648,0.059,8.9,-74.91224777,40.5672969
34021,14.1,6,0.041,0.145,0.7092,0.5775,0.9456,0.8672,0.681018519,0.102,9.4,-74.70175241,40.28343742
34023,14,5.6,0.088,0.107,0.5172,0.3435,0.95,0.907,0.576297059,0.054,8.1,-74.40883565,40.44008366
34025,11.1,6.4,0.03,0.099,0.449,0.1812,0.8274,0.3126,0.567363333,0.104,9,-74.15820239,40.28751735
34027,10.7,6.2,0.019,0.073,0.3634,0.0853,0.873,0.2881,0.701931373,0.06,8.3,-74.54451067,40.86200422
34029,13,6.4,0.032,0.161,0.5669,0.1487,0.717,0.3757,0.470336232,0.201,9.7,-74.24991593,39.8659325
34031,20.8,5.8,0.055,0.192,0.4166,0.8682,0.9854,0.9067,0.680815385,0.075,9.6,-74.30077568,41.03430601
34033,14.8,6.3,0.009,0.178,0.7726,0.6832,0.8192,0.5922,0.630639024,0.135,10.3,-75.35798569,39.57677517
34035,11,6,0.021,0.069,0.3299,0.1162,0.8593,0.1777,0.659558065,0.073,8.3,-74.61633662,40.56350694
34037,11.3,6.4,0.004,0.085,0.5344,0.0777,0.5492,0.0465,0.769153226,0.144,8.9,-74.69080068,41.13929693
34039,17.2,5.9,0.167,0.146,0.6376,0.8628,0.9828,0.7905,0.443436364,0.064,9.5,-74.30814142,40.65989941
34041,12.5,6.4,0.006,0.128,0.6376,0.2537,0.8192,0.3372,0.7568025,0.09,9.2,-74.99734985,40.85714853
35001,13.2,5.8,0.016,0.177,0.6376,0.7994,0.8857,0.659,0.142699153,0.092,9.7,-106.6701996,35.05135543
35003,11.7,6.1,0,0.382,0,0.0328,0.3582,0.1732,0.189607402,0.645,10.2,-108.4047624,33.91535189
35005,18,5.8,0,0.254,0.5669,0.9554,0.9366,0.7972,0.167697293,0.148,10.2,-104.4668796,33.36331807
35006,15.9,6.1,0,0.394,0.9879,0.9844,0.7326,0.9959,0.163995227,0.212,12.2,-107.9997243,34.91257799
35007,16.3,5.8,0,0.311,0.9121,0.7584,0.631,0.9678,0.245733166,0.446,9.6,-104.6468425,36.60613674
35009,15.7,5.9,0.002,0.189,0.7092,0.9405,0.9239,0.5692,0.230968276,0.126,10.1,-103.3470292,34.57419148
35011,16.4,5.9,0,0.324,0.1946,0.1487,0.5492,0.2668,0.183825424,0.346,10.2,-104.4119579,34.34241351
35013,17.5,5.4,0.002,0.249,0.8541,0.8809,0.9678,0.9723,0.150389973,0.111,9.8,-106.8327213,32.35264809
35015,15.2,5.8,0.001,0.197,0.3299,0.8809,0.8647,0.6297,0.154530549,0.124,9.4,-104.3044658,32.47146286
35017,15.1,5.8,0,0.279,0.7971,0.7679,0.631,0.8994,0.140019241,0.2,9.5,-108.3824558,32.73900256
35019,20.3,5.2,0,0.586,0.6376,0.8462,0.8593,0.8895,0.173683446,0.478,8.6,-104.7906311,34.8633406
35021,15,5.8,0,0.473,0.6032,0.0146,0.1477,0.1837,0.253527907,0.642,9.4,-103.8200487,35.8579354
35023,18.9,5.6,0,0.288,0.9054,0.1706,0.9,0.7876,0.11812997,0.283,9.9,-108.7149769,31.91416144
35025,19.4,5.7,0.001,0.209,0.6545,0.9319,0.9456,0.9382,0.180701163,0.158,9.8,-103.4124782,32.79214937
35027,12.8,6.1,0,0.247,0.2924,0.0544,0.8819,0.3301,0.170485053,0.568,9.7,-105.4592959,33.74530783
35028,6.3,6.3,0.005,0.1,0.1822,0.0665,0.4642,0.057,0.288991667,0.097,8.3,-106.3073851,35.86938137
35029,22.6,5.6,0,0.395,0.9694,0.3123,0.9863,0.9768,0.123277817,0.197,10.4,-107.7497719,32.18221555
35031,13,6.4,0,0.527,0.9898,0.9694,0.8494,0.8338,0.107155197,0.226,14.6,-108.2618231,35.58066419
35033,20.9,5.2,0,0.465,0.779,0.0735,0.873,0.4785,0.294776316,0.444,9.1,-104.9449751,36.0105961
35035,13.9,6,0,0.209,0.8341,0.4126,0.9347,0.8618,0.135836157,0.261,10.2,-105.7414426,32.61314468
35037,17.1,5.8,0,0.408,0.6032,0.7316,0.5791,0.1423,0.201876645,0.461,10.3,-103.5497485,35.1043484
35039,17.9,5.4,0,0.452,-999,0.8383,0.774,0.5409,0.222933166,0.381,10,-106.6930837,36.50958027
35041,15,6,0,0.214,0.901,0.7469,0.9366,0.7389,0.198593574,0.174,10.2,-103.4800253,34.02118338
35043,12.3,6,0.001,0.146,0.8051,0.5234,0.7326,0.1847,0.14171586,0.098,10,-106.8659509,35.68860456
35045,11.7,6.2,0.001,0.314,0.8895,0.9019,0.7848,0.7857,0.104885379,0.153,12,-108.3206032,36.50851078
35047,19.2,5.3,0,0.428,0.6545,0.9319,0.9516,0.9128,0.218482241,0.29,9.5,-104.815898,35.48058468
35049,14.2,6,0.001,0.185,0.3299,0.5775,0.9255,0.6552,0.154752261,0.15,9,-105.9762732,35.50692695
35051,14.6,6.1,0,0.338,0.9561,0.7994,0.717,0.6975,0.113270023,0.368,10.5,-107.1923789,33.13049101
35053,17.3,5.7,0,0.409,0.3634,0.2069,0.8943,0.9803,0.174063308,0.445,10.7,-106.9303992,34.00718796
35055,16,5.7,0,0.347,0.8611,0.6702,0.7631,0.6606,0.126127273,0.417,9.8,-105.6310258,36.57815939
35057,16.5,5.9,0,0.347,0.449,0.1337,0.7631,0.5486,0.182020175,0.295,10.3,-105.8508196,34.64046215
35059,16.8,5.8,0,0.38,0.0306,0.5597,0.8857,0.5014,0.344744103,0.411,9.5,-103.4709705,36.48166848
35061,17.5,5.7,0.001,0.272,0.8611,0.7198,0.8494,0.5492,0.165173077,0.115,10.1,-106.8090623,34.71545802
36001,10.5,6.4,0.025,0.138,0.3838,0.49,0.7491,0.7297,0.725808197,0.105,10.9,-73.97355857,42.60017643
36003,11.9,6.8,0.001,0.222,0.6032,0.6234,0.3582,0.829,0.793569725,0.315,11.2,-78.0275606,42.25739135
36005,22.9,5.5,0.399,0.223,0.9487,0.9949,0.9933,0.9704,0.264566667,0.051,11.8,-73.85306957,40.84920965
36007,12,6.6,0.008,0.163,0.6831,0.5412,0.6718,0.8303,0.7796875,0.135,11.7,-75.81961817,42.16021703
36009,12.7,6.7,0.001,0.25,0.6376,0.6832,0.5113,0.8968,0.788972973,0.243,12.3,-78.67885029,42.24863314
36011,12.5,6.7,0.003,0.186,0.4876,0.8548,0.3582,0.8329,0.73337875,0.154,11.6,-76.57435821,43.01032673
36013,13.1,6.7,0.003,0.208,0.7232,0.6972,0.6718,0.7921,0.76303125,0.221,11.6,-79.40575763,42.30294096
36015,12.6,6.6,0.007,0.178,0.4166,0.83,0.227,0.6899,0.772735556,0.114,11.7,-76.76002604,42.14124735
36017,12.5,6.7,0.001,0.179,0.5344,0.6399,0.3582,0.7571,0.782820388,0.19,11.1,-75.61157852,42.4935106
36019,12.5,6.5,0.004,0.169,0.3838,0.6702,0.4642,0.9061,0.717671304,0.139,12,-73.67817375,44.74622635
36021,11.1,6.6,0.004,0.191,0.3981,0.4126,0.6718,0.632,0.769241892,0.244,10.6,-73.6318705,42.25007012
36023,11.2,6.7,0.002,0.196,0.3299,0.6234,0.297,0.7969,0.784931034,0.148,11.1,-76.07026691,42.59500715
36025,12.7,6.7,0.001,0.214,0.4303,0.5053,0.6087,0.8991,0.812751515,0.397,10.9,-74.96646628,42.19808799
36027,11.8,6.4,0.011,0.109,0.5669,0.2665,0.774,0.9293,0.765826596,0.109,10.1,-73.74286305,41.76514744
36029,11,6.7,0.029,0.174,0.3838,0.653,0.7326,0.6355,0.701589916,0.092,10.8,-78.77965958,42.75823653
36031,12,6.5,0.001,0.176,0.5481,0.5234,0.4187,0.7151,0.716423611,0.411,11.1,-73.77270944,44.11721752
36033,13.6,6.4,0.001,0.225,0.7481,0.8752,0.3582,0.8908,0.7754133,0.256,11.5,-74.3037622,44.59293384
36035,12.4,6.6,0.003,0.2,0.6032,0.8752,0.3582,0.4801,0.761938182,0.228,12,-74.42217481,43.11384685
36037,11.4,6.8,0.004,0.181,0.3634,0.433,0.3582,0.2773,0.66444127,0.08,11.3,-78.19371144,43.00093328
36039,13.6,6.6,0.002,0.232,0.3487,0.0777,0.5492,0.7727,0.791423288,0.423,10.8,-74.1227065,42.27651977
36041,12.4,6.6,0,0.171,0.8341,0.0544,0.717,0.2028,0.809608213,0.874,11.7,-74.49735513,43.66112163
36043,12,6.7,0.001,0.199,0.7583,0.5597,0.4187,0.7106,0.794031902,0.272,11.5,-74.96249798,43.41970212
36045,12.6,6.6,0.005,0.139,0.6697,0.7771,0.4187,0.9207,0.723452121,0.276,11.4,-76.05206867,43.99886177
36047,15.4,5.8,0.557,0.192,0.7347,0.7198,0.9847,0.9096,0.3393,0.082,10.2,-73.95020459,40.63435129
36049,13.1,6.7,0.001,0.207,0.7232,0.49,0.3582,0.1875,0.775492715,0.344,10.9,-75.4487945,43.78469143
36051,12.1,6.6,0.002,0.149,0.2745,0.5234,0.3582,0.8278,0.724255263,0.112,11.4,-77.7754915,42.72807554
36053,11.6,6.7,0.002,0.159,0.3634,0.3435,0.227,0.531,0.755167143,0.192,10.9,-75.66966382,42.91277224
36055,11.6,6.3,0.028,0.147,0.5669,0.7771,0.8112,0.6574,0.632027397,0.08,11.4,-77.68017836,43.30916111
36057,15,6.3,0.005,0.217,0.8051,0.8682,0.7326,0.7138,0.743940426,0.163,12.1,-74.43968269,42.90228163
36059,12,6.2,0.101,0.089,0.2924,0.1337,0.9255,0.5546,0.522194737,0.056,9.4,-73.58553667,40.73214216
36061,12.3,6,0.465,0.131,0.5344,0.1251,0.9717,0.9736,0.327266667,0.133,9.7,-73.96979712,40.77416187
36063,11.6,6.7,0.014,0.197,0.4691,0.653,0.4642,0.4645,0.637839344,0.121,11.7,-78.77082467,43.33611095
36065,12.6,6.7,0.005,0.179,0.5006,0.8077,0.8192,0.8679,0.756651429,0.144,11.3,-75.43584017,43.2417469
36067,11.3,6.4,0.02,0.161,0.5854,0.7771,0.7326,0.7708,0.716558065,0.106,11.4,-76.19464193,43.00579536
36069,10.2,6.7,0.004,0.137,0.2611,0.4712,0.5791,0.6301,0.709278481,0.122,10.5,-77.29982105,42.85284778
36071,13.9,6.4,0.013,0.172,0.3981,0.4126,0.9,0.9004,0.7538,0.109,10.7,-74.30553764,41.4021312
36073,13.9,6.5,0.002,0.186,0.449,0.8077,0.5791,0.8539,0.627695122,0.12,11.7,-78.23044411,43.38228243
36075,12.2,6.6,0.003,0.145,0.8232,0.8918,0.227,0.9354,0.760138938,0.154,11.7,-76.20868678,43.46388325
36077,11.5,6.7,0.001,0.187,0.6545,0.2665,0.4187,0.8153,0.781209091,0.246,11.1,-75.03260595,42.63376357
36079,11.6,6.5,0.007,0.071,0.4691,0.0611,0.8274,0.1773,0.780461538,0.097,10,-73.74951416,41.42666156
36081,19.8,5.2,0.407,0.155,0.6207,0.433,0.992,0.8478,0.424923077,0.089,8.7,-73.83880302,40.65751347
36083,11,6.7,0.01,0.126,0.4303,0.6972,0.5113,0.7498,0.773872603,0.114,11.2,-73.50971214,42.71105355
36087,13.6,6.2,0.027,0.163,0.5006,0.2069,0.9653,0.9074,0.651666667,0.056,10.3,-74.02406549,41.15246359
36089,12,6.6,0.001,0.181,0.779,0.8077,0.5791,0.943,0.766955152,0.215,11.8,-75.06895227,44.49640214
36091,8.9,6.6,0.007,0.091,0.2188,0.2305,0.3582,0.2642,0.76050625,0.105,10.7,-73.86390455,43.1073812
36093,11.4,6.5,0.022,0.138,0.6831,0.3961,0.6718,0.6135,0.720407692,0.231,11.6,-74.05857256,42.81812124
36095,11.8,6.4,0.001,0.225,0.5481,0.6972,0.297,0.5995,0.774898611,0.283,10.9,-74.44211759,42.58821929
36097,12.9,6.5,0.001,0.183,0.5006,0.433,0.227,0.5654,0.754297297,0.25,11.2,-76.87517613,42.3937983
36099,14.6,6.7,0.003,0.195,0.1822,0.5234,0.4642,0.6832,0.660864516,0.172,11,-76.8237786,42.78108139
36101,11.7,6.4,0.002,0.21,0.6697,0.6702,0.4187,0.6055,0.772886826,0.188,11.6,-77.38380325,42.26780901
36103,12.7,6.3,0.034,0.097,0.3634,0.1936,0.8895,0.4288,0.502048936,0.152,9.9,-72.68524126,40.94046106
36105,15.3,6.3,0.002,0.188,0.8051,0.7771,0.7848,0.8962,0.782281818,0.447,11.2,-74.76814298,41.71642257
36107,11.1,6.5,0.002,0.167,0.6376,0.4518,0.227,0.2725,0.766379661,0.109,11.1,-76.30631678,42.17029748
36109,9.9,6.6,0.004,0.105,0.3487,0.3247,0.5492,0.957,0.766455357,0.086,10.5,-76.47365413,42.45201868
36111,12.3,6.3,0.003,0.129,0.6207,0.4518,0.7052,0.8023,0.771434646,0.181,10.9,-74.25856953,41.88814563
36113,11.1,6.5,0.003,0.147,0.3121,0.3613,0.3582,0.369,0.759875926,0.307,10.8,-73.84600596,43.56097521
36115,12.7,6.8,0.003,0.191,0.5344,0.5412,0.4642,0.6361,0.774475248,0.185,11.6,-73.43075892,43.3137034
36117,11.9,6.6,0.003,0.195,0.5669,0.5938,0.4187,0.4183,0.726713235,0.123,11.7,-77.0482433,43.32538556
36119,13.1,6,0.037,0.115,0.5481,0.3961,0.9417,0.9386,0.704284314,0.071,9.9,-73.75339068,41.15148119
36121,12.9,6.6,0.001,0.191,0.5669,0.5938,0.4187,0.4683,0.740004545,0.129,10.8,-78.22443951,42.70238421
36123,15.2,6.6,0.001,0.249,0.3634,0.2216,0.4642,0.8691,0.711723529,0.345,11.2,-77.10545886,42.63344237
37001,19.5,6.4,0.012,0.204,0.5344,0.83,0.8593,0.802,0.670058333,0.082,10,-79.39942482,36.04370988
37003,20,6.5,0.003,0.269,0.6968,0.2385,0.6905,0.5696,0.769254839,0.163,9.8,-81.17702685,35.92102631
37005,22.6,6.6,0.001,0.269,0.5669,0.3247,0.6558,0.1121,0.818163636,0.418,10.4,-81.12785934,36.49127044
37007,23.7,6.1,0.001,0.265,0.9347,0.7316,0.6558,0.9682,0.730407018,0.179,10.8,-80.10271203,34.97378944
37009,18.6,6.6,0.001,0.275,0.3487,0.3435,0.5492,0.4218,0.831519149,0.331,9.8,-81.5005212,36.4344247
37011,19.6,6.5,0.001,0.267,0.2924,0.0853,0.631,0.8071,0.80655,0.535,9.6,-81.92260137,36.07660503
37013,20.5,6.4,0.002,0.309,0.8895,0.4126,0.6087,0.3996,0.089744444,0.255,10.3,-76.84531441,35.48698382
37015,24.4,6,0.001,0.393,0.9662,0.5597,0.297,0.923,0.4728,0.19,11.3,-76.96671214,36.0656302
37017,23.2,6.3,0.001,0.3,0.7481,0.8682,0.7052,0.7555,0.093454945,0.219,11.2,-78.56364931,34.61458733
37019,16.8,6.5,0.003,0.144,0.6376,0.1391,0.5492,0.3419,-0.025654286,0.376,9.5,-78.22740716,34.03887558
37021,16.3,6.6,0.008,0.156,0.2455,0.1706,0.7491,0.8838,0.660136232,0.119,9.3,-82.53010706,35.61117789
37023,20.6,6.5,0.004,0.287,0.8895,0.5597,0.7052,0.7924,0.785585185,0.156,9.9,-81.70477847,35.74961064
37025,17.2,6.4,0.017,0.099,0.5854,0.7584,0.7848,0.3633,0.683689189,0.074,9.1,-80.55185089,35.38679404
37027,20.2,6.5,0.005,0.22,0.6831,0.4518,0.6905,0.3693,0.795232609,0.141,10.1,-81.54643665,35.95303793
37029,17.3,6.5,0.001,0.131,0.9121,0.5234,0.4642,0.0341,0.538282609,0.093,9.6,-76.1609504,36.34112162
37031,15.8,6.6,0.004,0.133,0.6831,0.3435,0.5113,0.5151,0.004352,0.405,9.3,-76.53574307,34.86125981
37033,21.3,6.3,0,0.333,0.7092,0.1573,0.5791,0.8981,0.715743182,0.155,10.4,-79.33352348,36.39327422
37035,19.2,6.5,0.014,0.18,0.7347,0.5053,0.8325,0.6616,0.728797778,0.111,9.5,-81.21507056,35.66204235
37037,16.9,6.4,0.002,0.168,0.4303,0.2792,0.8685,0.283,0.741280282,0.096,9,-79.25527586,35.70257213
37039,18.5,6.7,0.001,0.251,0.6545,0.0478,0.4187,0.2884,0.564251064,0.343,10,-84.06344423,35.13385745
37041,20.5,6.3,0.002,0.301,0.9576,0.7771,0,0.7173,0.490285714,0.18,10.5,-76.60213037,36.12656154
37043,18,6.6,0.001,0.205,0.0646,0.0242,0.297,0.2044,0.485236842,0.307,9.8,-83.75017671,35.05718113
37045,19.8,6.5,0.006,0.314,0.9054,0.7469,0.3582,0.7654,0.734558333,0.154,10.6,-81.55554714,35.3341018
37047,22.7,6.3,0.001,0.33,0.7347,0.83,0.7052,0.9007,0.00358866,0.15,10.9,-78.65503087,34.26564508
37049,18.1,6.4,0.005,0.16,0.8341,0.6234,0.7966,0.9054,-0.00483038,0.129,9.6,-77.08200384,35.11768582
