FIPS,insurance,cancer,UrbanIntense,NoInternet,UNEMP,singleparent,LimEnglish,Housing_T,NDVI,VacantH,asthma,X,Y
1001,14.3,6.5,0.002,0.19,0.2745,0.3792,0.5113,0.3741,0.299989474,0.094,10.2,-86.64274924,32.53492019
1003,13.6,6.7,0.004,0.168,0.3121,0.1391,0.3582,0.3359,0.395696129,0.298,9.6,-87.74984008,30.66096966
1005,21.8,6.1,0.001,0.341,0.9217,0.9468,0.7052,0.9889,0.261370652,0.23,11.7,-85.39319698,31.86960324
1007,17.3,6.4,0.001,0.292,0.7895,0.1706,0.227,0.7189,0.131617857,0.253,10.3,-87.1264391,32.9986443
1009,17,6.6,0.002,0.273,0.2611,0.2961,0.717,0.1741,0.503626563,0.15,10.2,-86.56737096,33.98086739
1011,22.7,5.8,0,0.319,0.9599,0.9955,0.297,0.765,0.408380952,0.203,11.8,-85.71569723,32.10055422
1013,18.6,6.3,0.001,0.336,0.6968,0.8185,0.3582,0.6259,0.188806667,0.331,11.6,-86.68028922,31.75243394
1015,15.9,6.6,0.007,0.219,0.885,0.8077,0.5791,0.6492,0.342553571,0.161,11.2,-85.82603085,33.77143246
1017,17.8,6.3,0.002,0.308,0.4166,0.7316,0.0707,0.7943,0.440224138,0.204,11.2,-85.39204295,32.91437223
1019,16.3,6.6,0.001,0.26,0.5172,0.0665,0.297,0.2741,0.552455556,0.358,10.5,-85.60379372,34.17595597
1021,18.2,6.5,0.001,0.328,0.7481,0.7994,0.7491,0.3636,0.306077778,0.145,10.7,-86.71881367,32.84785321
1023,18.2,6.3,0.001,0.358,0.9516,0.5938,0.297,0.5775,0.072262921,0.272,11.5,-88.26320127,32.01961078
1025,19.1,6.2,0.001,0.414,0.9831,0.4518,0.0707,0.7345,0.261415079,0.266,11.5,-87.83080985,31.67665958
1027,17.7,6.5,0,0.288,0.6545,0.7316,0.297,0.1579,0.478063333,0.23,11.1,-85.86054708,33.26908587
1029,16.6,6.6,0.001,0.339,0.7895,0.1251,0.4642,0.1,0.313027586,0.159,10.5,-85.518768,33.67455772
1031,15.1,6.6,0.002,0.191,0.5669,0.7316,0.6718,0.1923,0.236269841,0.143,10.2,-85.98820693,31.40262718
1033,15.6,6.5,0.005,0.258,0.5669,0.5053,0.227,0.1025,0.482415625,0.176,10.5,-87.80498529,34.7004338
1035,20.3,6.2,0,0.49,0.9637,0.8462,0,0.213,0.236544186,0.36,11.8,-86.99367421,31.42927154
1037,18.1,6.4,0,0.32,0.5481,0.0853,0.297,0.2913,0.638358209,0.374,11.1,-86.24765926,32.93622683
1039,15.8,6.5,0.001,0.281,0.8803,0.6399,0.297,0.4702,0.134809278,0.206,10.9,-86.45124254,31.2484924
1041,17.4,6.4,0,0.359,0.5481,0.6234,0.631,0.2353,0.205277193,0.26,11,-86.3135389,31.73150018
1043,16.3,6.6,0.004,0.253,0.5006,0.2537,0.4187,0.3945,0.628041333,0.184,10.4,-86.86761946,34.13194107
1045,16.3,6.5,0.004,0.211,0.885,0.5053,0.5791,0.455,0.236769643,0.191,10.4,-85.61103682,31.43182707
1047,20.2,6.1,0.002,0.329,0.9672,0.9647,0.0707,0.8392,0.423634,0.197,12.4,-87.10647633,32.32597371
1049,20.4,6.7,0.003,0.291,0.3299,0.6972,0.8685,0.4779,0.41779,0.169,11,-85.80414264,34.45977296
1051,14.4,6.6,0.002,0.171,0.6207,0.6702,0.4642,0.5177,0.566210938,0.143,10.4,-86.14914653,32.59664805
1053,18.8,6.4,0.001,0.401,0.9787,0.5597,0.3582,0.5839,0.177437079,0.191,11.2,-87.16161987,31.12612255
1055,16.1,6.5,0.008,0.217,0.6697,0.6234,0.631,0.2904,0.274874074,0.187,10.7,-86.03476232,34.0452544
1057,16.7,6.6,0.001,0.288,0.7347,0.3435,0,0.5454,0.14643871,0.18,10.9,-87.73886197,33.72120615
1059,20.3,6.5,0.002,0.356,0.6032,0.5938,0.9195,0.5275,0.4417,0.208,10.4,-87.84381198,34.44167064
1061,17.9,6.6,0.001,0.276,0.8729,0.6972,0.4187,0.2716,0.155489286,0.179,11,-85.8389849,31.09501669
1063,23.4,5.9,0,0.526,0.9904,0.7679,0,0.9554,0.263753125,0.418,13.1,-87.95223092,32.85313884
1065,19.2,6.1,0.001,0.408,0.9688,0.83,0.0707,0.9347,0.252544118,0.272,12.1,-87.62911768,32.76266422
1067,16.9,6.5,0.001,0.251,0.6968,0.3123,0.227,0.2713,0.178820755,0.267,10.8,-85.24140634,31.51469442
1069,16.2,6.6,0.008,0.258,0.7347,0.8077,0.4187,0.3502,0.184936364,0.168,10.9,-85.30252738,31.15318797
1071,16.8,6.7,0.002,0.282,0.5669,0.3613,0.297,0.3231,0.406802564,0.178,10.9,-85.99930054,34.779416
1073,14.5,6.2,0.022,0.191,0.7726,0.8077,0.631,0.6211,0.43869469,0.151,10,-86.89639824,33.55433851
1075,16.8,6.5,0.001,0.335,0.8341,0.1102,0,0.3251,0.415851786,0.192,10.9,-88.09689886,33.7792058
1077,14.4,6.7,0.003,0.254,0.4691,0.3961,0.4187,0.5622,0.496527778,0.14,10.2,-87.65399801,34.90137238
1079,16.9,6.6,0.002,0.329,0.5344,0.3435,0.1477,0.2028,0.578067532,0.167,11.2,-87.31104451,34.52165202
1081,13.8,6.5,0.008,0.146,0.5344,0.7771,0.631,0.9214,0.539443284,0.128,9.8,-85.3555627,32.60113648
1083,14.9,6.5,0.004,0.18,0.7232,0.3961,0.5791,0.4521,0.455923333,0.109,10.1,-86.98137477,34.81007832
1085,21.3,6,0,0.463,0.9637,0.979,0.0707,0.4954,0.188132895,0.194,12.7,-86.6501077,32.15475001
1087,18.6,5.9,0.001,0.35,0.971,0.8185,0,0.915,0.514860714,0.257,12.4,-85.69266866,32.3859737
1089,12.8,6.7,0.014,0.129,0.5481,0.49,0.6087,0.3836,0.391053488,0.088,9.6,-86.55020652,34.7630897
1091,18.6,6.2,0.001,0.393,0.9287,0.2961,0.0707,0.4088,0.210133333,0.248,11.7,-87.78951929,32.24761341
1093,16.5,6.7,0.002,0.305,0.5172,0.4518,0.3582,0.4209,0.277144595,0.179,10.7,-87.88713836,34.1365497
1095,17.7,6.7,0.006,0.225,0.4303,0.6702,0.8895,0.3149,0.382995313,0.141,10.5,-86.30663697,34.3669621
1097,16.6,6.4,0.011,0.24,0.6207,0.8462,0.4642,0.723,0.294882114,0.149,10.8,-88.19752335,30.68515162
1099,18.9,6.3,0.001,0.529,0.9946,0.5412,0.0707,0.3728,0.331063208,0.285,11.8,-87.36543751,31.57083402
1101,16.7,6.2,0.012,0.19,0.7971,0.9478,0.6718,0.7463,0.28685625,0.139,10.9,-86.20761429,32.22025799
1103,16.3,6.5,0.009,0.224,0.449,0.653,0.774,0.5775,0.492603279,0.121,10.2,-86.85292157,34.45347203
1105,22.6,6.1,0,0.506,0.9732,0.8918,0.227,0.994,0.285439726,0.352,13,-87.29440079,32.63846566
1107,19.5,6.3,0.001,0.338,0.9516,0.49,0.717,0.8163,0.450754444,0.212,11.3,-88.08869259,33.28087689
1109,16.8,6.4,0.002,0.361,0.8341,0.7198,0.6905,0.9233,0.282925352,0.282,11.3,-85.94090815,31.80270849
1111,17.1,6.5,0.001,0.275,0.4166,0.5053,0.227,0.8157,0.289793443,0.283,10.9,-85.45907016,33.29378734
1113,18.3,6.2,0.003,0.268,0.815,0.8918,0.5791,0.7768,0.600209091,0.171,11.3,-85.18496245,32.28838002
1115,14.7,6.5,0.003,0.198,0.4691,0.3247,0.3582,0.2502,0.370536232,0.122,10.1,-86.31459568,33.71573032
1117,11.8,6.6,0.007,0.106,0.2455,0.1706,0.7052,0.1764,0.468910843,0.09,9.2,-86.6606484,33.26427702
1119,19.1,6,0.001,0.396,0.971,0.6702,0.297,0.9866,0.142203333,0.264,12.2,-88.19878961,32.59101753
1121,17.9,6.4,0.005,0.263,0.885,0.8077,0.3582,0.7985,0.47202875,0.166,11.2,-86.16590369,33.38006161
1123,16.6,6.5,0.001,0.269,0.9478,0.7679,0.1477,0.8685,0.442097297,0.263,11.1,-85.79750224,32.86240494
1125,14.3,6.3,0.006,0.179,0.6376,0.8383,0.5492,0.809,0.18530438,0.201,10.4,-87.52502995,33.28954985
1127,16.7,6.7,0.002,0.28,0.885,0.3792,0.4187,0.4492,0.279293902,0.194,10.7,-87.2973574,33.80333474
1129,17.7,6.5,0.001,0.327,0.8675,0.3961,0.3582,0.2566,0.332444954,0.294,11.2,-88.20787681,31.40760379
1131,21.7,6,0,0.442,0.9882,0.3435,0.4642,0.6176,0.35732561,0.336,12.6,-87.30820179,31.98924019
1133,17.3,6.7,0.002,0.319,0.7971,0.3435,0.3582,0.5084,0.486834848,0.311,10.8,-87.37368341,34.14922511
4001,15.3,6.5,0,0.59,0.9694,0.8548,0.9303,0.9118,0.122271504,0.378,15.4,-109.4888287,35.39550806
4003,17.1,6.3,0,0.185,0.7583,0.5597,0.908,0.936,0.174849838,0.191,10.1,-109.7512631,31.87963709
4005,11.6,6.6,0,0.183,0.7895,0.3792,0.7848,0.9713,0.142420093,0.278,10.8,-111.7705127,35.83869567
4007,15.5,6.4,0,0.318,0.9411,0.4712,0.7326,0.6689,0.133436268,0.35,11.7,-110.8117371,33.79974987
4009,17.3,6.2,0,0.232,0.9175,0.8383,0.8039,0.9854,0.13331314,0.196,10.5,-109.8874516,32.9326627
4011,18.9,5.9,0,0.209,0.7232,0.8548,0.8386,0.3537,0.11307191,0.273,9.6,-109.2403554,33.21540167
4012,20.9,6.3,0,0.34,0.8341,0.3123,0.8857,0.7514,0.103734529,0.452,11.4,-113.9816074,33.72937044
4013,15.2,6.2,0.016,0.126,0.5006,0.7198,0.922,0.7259,0.112298514,0.115,10,-112.4914868,33.34897782
4015,16.2,6.4,0.001,0.186,0.8895,0.4126,0.7326,0.851,0.091589562,0.249,10.8,-113.7579106,35.7040585
4017,14.9,6.3,0,0.356,0.9841,0.83,0.8647,0.9618,0.099007014,0.404,12.9,-110.321396,35.39957337
4019,15.6,6.3,0.003,0.131,0.7971,0.6972,0.8968,0.9825,0.129145293,0.123,10.4,-111.7898635,32.09739903
4021,16.2,6.4,0.002,0.15,0.815,0.5234,0.8647,0.8271,0.140000926,0.199,10.7,-111.3447399,32.90436651
4023,28,5.4,0.001,0.271,0.8541,0.9468,0.9873,0.4448,0.137223141,0.155,9.5,-110.8465169,31.52596126
4025,13.3,6.7,0.001,0.16,0.6968,0.1102,0.7052,0.5791,0.070797216,0.167,10.6,-112.5539448,34.59985642
4027,24,5.7,0.001,0.204,0.9347,0.8077,0.9904,0.9796,0.100635596,0.21,10.1,-113.9056188,32.76961889
5001,15.9,6.4,0.002,0.312,0.6376,0.8462,0.0707,0.5368,0.423230476,0.187,10.8,-91.37490475,34.29080805
5003,16.5,6.4,0.001,0.346,0.7232,0.5234,0.6718,0.49,0.546066667,0.22,10.8,-91.76844756,33.19122198
5005,12.8,6.6,0.002,0.217,0.2924,0.1102,0.0707,0.3158,0.398207937,0.196,9.8,-92.33697211,36.28717823
5007,13.9,6.6,0.011,0.162,0.0949,0.433,0.8593,0.3136,0.262520652,0.083,9,-94.25610153,36.3387383
5009,13.4,6.7,0.002,0.191,0.3121,0.4126,0,0.46,0.182010938,0.124,10.1,-93.09156337,36.30859865
5011,18.3,6.2,0.001,0.306,0.8341,0.8383,0.844,0.8924,0.521057143,0.219,10.6,-92.16240164,33.46642244
5013,16.2,6.4,0.001,0.344,0.6032,0.3435,0,0.3747,0.608410938,0.334,10.4,-92.50304416,33.55803416
5015,15.9,6.5,0.001,0.266,0.3634,0.0735,0.8857,0.524,0.213852941,0.184,9.4,-93.53818111,36.34108299
5017,18.8,6.1,0.001,0.363,0.9287,0.9663,0.6087,0.9863,0.534066176,0.207,11.2,-91.29397282,33.26725532
5019,13.1,6.5,0.001,0.258,0.0949,0.8383,0.5113,0.9764,0.127562222,0.19,10.2,-93.17636749,34.05095586
5021,15.6,6.7,0.001,0.309,0.4166,0.9137,0.0707,0.2935,0.500737313,0.197,10.5,-90.41738356,36.36839421
5023,13.8,6.6,0.003,0.25,0.3634,0.2665,0,0.0895,0.233944828,0.331,9.9,-92.02671803,35.5381065
5025,14.5,6.5,0.001,0.394,0.5006,0.7198,0.297,0.2038,0.311064912,0.195,10.2,-92.18514544,33.89836186
5027,15.5,6.3,0.002,0.33,0.9411,0.8383,0.5492,0.9538,0.131361728,0.23,10.8,-93.22730889,33.21428714
5029,14.6,6.5,0.003,0.344,0.5669,0.6065,0.5492,0.5393,0.037608929,0.136,10.2,-92.70130721,35.26222071
5031,13.1,6.7,0.006,0.153,0.5481,0.9497,0.5492,0.9058,0.615728767,0.089,9.7,-90.63284126,35.8307887
5033,15,6.7,0.003,0.245,0.4303,0.6065,0.631,0.2951,0.517484746,0.114,9.9,-94.24295681,35.58848407
5035,16.6,6.2,0.006,0.253,0.9175,0.9777,0.3582,0.8504,0.591632813,0.137,11.3,-90.30887199,35.20793713
5037,15.7,6.4,0.002,0.297,0.5344,0.8462,0.0707,0.4432,0.674565152,0.159,10.6,-90.77122685,35.29572612
5039,16.5,6.3,0.001,0.348,0.3981,0.7905,0.4642,0.7421,0.16667971,0.296,10.8,-92.6544402,33.96983113
5041,19.3,6.2,0.001,0.467,0.9538,0.8682,0.8274,0.375,0.693881707,0.189,11.8,-91.25394427,33.83333318
5043,14.7,6.4,0.001,0.268,0.5481,0.5412,0.0707,0.9456,0.332760227,0.184,10.6,-91.72002332,33.58945571
5045,12.3,6.7,0.008,0.172,0.3634,0.4126,0.4642,0.7568,0.107863235,0.115,9.9,-92.33204116,35.14697813
5047,15.5,6.6,0.001,0.317,0.1245,0.1022,0.297,0.5495,0.378910769,0.157,10.3,-93.89061438,35.51236373
5049,14.7,6.7,0,0.276,0.6831,0.2216,0.297,0.4642,0.484975758,0.267,10.7,-91.8182353,36.38166955
5051,13.8,6.7,0.006,0.202,0.7481,0.7469,0.631,0.8313,0.010414286,0.216,9.9,-93.15039965,34.57670176
5053,12.8,6.6,0.001,0.216,0.7481,0.5234,0.0707,0.2566,0.088093651,0.15,9.5,-92.42358305,34.29001774
5055,13.7,6.7,0.003,0.199,0.7347,0.6832,0.1477,0.3843,0.486333333,0.105,10,-90.55907173,36.11769772
5057,18,6.3,0.003,0.296,0.5006,0.9634,0.8819,0.6861,0.125690411,0.242,10.7,-93.66844315,33.73530459
5059,14.7,6.4,0.002,0.286,0.7895,0.5938,0.297,0.8462,0.154104839,0.142,10,-92.94606918,34.31764801
5061,17.4,6.4,0.001,0.309,0.6545,0.9172,0.8647,0.6581,0.091837288,0.186,10.6,-93.99349336,34.08874293
5063,14.1,6.6,0.003,0.278,0.3981,0.7316,0.7052,0.6326,0.47951375,0.133,10,-91.56971165,35.74155341
5065,14.3,6.6,0.001,0.248,0.9121,0.028,0.0707,0.4629,0.490576786,0.306,9.8,-91.9134103,36.09486991
5067,16.9,6.5,0.002,0.332,0.6831,0.5412,0,0.7084,0.314522727,0.196,11,-91.21453767,35.59924024
5069,15.9,6.2,0.006,0.368,0.9369,0.8682,0.297,0.9812,0.165004124,0.192,11.2,-91.93151462,34.26878444
5071,17.8,6.6,0.001,0.313,0.2611,0.6234,0.8593,0.7625,0.558255556,0.145,10.2,-93.45988116,35.57012274
5073,16.6,6.3,0.001,0.405,0.5481,0.653,0.227,0.6367,0.197678947,0.347,11.1,-93.60703899,33.24098109
5075,14.1,6.6,0.001,0.294,0.7583,0.3961,0.1477,0.5613,0.454801695,0.184,10.2,-91.10708014,36.04124525
5077,20.2,6,0.001,0.43,0.9869,0.653,0.5113,0.9077,0.564267797,0.232,11.1,-90.78206732,34.78062294
5079,18.2,6.2,0.001,0.345,0.1822,0.4126,0.4642,0.9873,0.526911864,0.229,9.9,-91.7333212,33.95747367
5081,14.7,6.4,0.001,0.313,0.9545,0.5234,0.0707,0.4187,0.157586441,0.164,10.5,-94.23434088,33.70053989
5083,14.8,6.5,0.001,0.265,0.885,0.83,0.5113,0.4763,0.296329487,0.169,10.2,-93.71621699,35.21533851
5085,12.6,6.6,0.003,0.187,0.2745,0.7679,0.4642,0.2334,0.0515,0.076,9.7,-91.8887899,34.75423681
5087,16.2,6.5,0,0.314,0.6545,0.1812,0.6718,0.3792,0.232563333,0.18,10.4,-93.72456187,36.01096533
5089,13.8,6.7,0.001,0.234,0.8232,0.1391,0,0.311,0.273533803,0.293,10.2,-92.68422022,36.2683475
5091,14.9,6.4,0.004,0.226,0.842,0.9405,0.0707,0.9822,0.109444118,0.143,10.5,-93.89156143,33.31214718
5093,17.4,6.3,0.006,0.245,0.9121,0.9777,0.6087,0.7574,0.576432653,0.18,11.6,-90.05416601,35.76390165
5095,18.4,6.2,0.001,0.414,0.7092,0.9319,0.0707,0.4244,0.355613333,0.253,11.7,-91.2038922,34.67783629
5097,15.5,6.6,0,0.346,0.5344,0.1022,0.5791,0.5091,0.061144304,0.355,10.4,-93.65955294,34.53879704
5099,16.1,6.3,0.001,0.427,0.5172,0.9172,0,0.8227,0.289290769,0.28,10.7,-93.3071433,33.66396607
5101,13.9,6.6,0,0.36,0.0487,0.0398,0,0.1506,0.283562667,0.383,10.1,-93.21786693,35.91997435
5103,16.3,6.4,0.001,0.34,0.7583,0.8975,0.1477,0.6816,0.350859155,0.231,11.3,-92.88193435,33.59335504
5105,14.6,6.6,0,0.312,0.7092,0.1812,0,0.6406,0.011063793,0.254,10.3,-92.93146991,34.94737375
5107,18.6,6.1,0.002,0.359,0.9487,0.9803,0.1477,0.362,0.548635065,0.265,12.1,-90.8480221,34.42829125
5109,15.3,6.6,0.001,0.345,0.3299,0.5597,0.717,0.4572,0.14007541,0.235,10.2,-93.65634167,34.16349804
5111,15.8,6.6,0.001,0.253,0.5669,0.9172,0.227,0.5785,0.578341333,0.14,10.7,-90.66294004,35.57403212
5113,15.3,6.6,0.001,0.293,0.8949,0.5053,0.6087,0.646,0.252209412,0.189,10.4,-94.22806044,34.48588493
5115,14.5,6.5,0.003,0.249,0.6207,0.7198,0.7848,0.7437,0.224528235,0.136,9.7,-93.03415428,35.44763603
5117,14.6,6.5,0.001,0.366,0.6545,0.3613,0,0.695,0.109302667,0.156,10.4,-91.55277595,34.8297828
5119,13,6.5,0.03,0.195,0.449,0.9019,0.717,0.631,0.091640506,0.144,10.3,-92.31192576,34.76997534
5121,15.1,6.7,0.001,0.286,0.2745,0.8752,0.4187,0.4858,0.545201408,0.129,10.4,-91.02771652,36.34148331
5123,19.2,6,0.002,0.404,0.8341,0.9277,0.297,0.9908,0.665657971,0.151,10.8,-90.74781155,35.02199485
5125,11.7,6.5,0.005,0.157,0.2334,0.6065,0.6087,0.3257,0.025354545,0.096,9.2,-92.67657556,34.64661839
5127,17.5,6.5,0.001,0.397,0.9436,0.2537,0.4642,0.5731,0.176017045,0.267,10.7,-94.0632793,34.86076847
5129,15.2,6.6,0,0.342,0.1245,0.0544,0.227,0.2623,0.263582353,0.336,10.5,-92.69952452,35.91090602
5131,16.6,6.4,0.012,0.223,0.3981,0.7679,0.8647,0.6998,0.241901818,0.105,10.2,-94.27412063,35.19932188
5133,21.6,6.3,0.001,0.251,0.449,0.4126,0.9698,0.3432,0.309401786,0.157,9.9,-94.2412727,33.99725517
5135,15.7,6.6,0.001,0.313,0.4166,0.5234,0.0707,0.3365,0.467693443,0.255,10.7,-91.47985853,36.16116464
5137,15.4,6.7,0,0.306,0.6545,0.1391,0.0707,0.192,0.552696875,0.277,10.6,-92.15671295,35.85986556
5139,15.1,6.3,0.003,0.332,0.7726,0.83,0.5113,0.503,0.455875,0.201,10.4,-92.59729138,33.17135754
5141,14.7,6.6,0.003,0.333,0.7583,0.433,0.0707,0.7342,0.221524675,0.343,10.2,-92.51568779,35.58065538
5143,14.6,6.8,0.008,0.149,0.3121,0.653,0.8774,0.8825,0.535854,0.071,9.6,-94.2155848,35.9790563
5145,13.6,6.6,0.004,0.232,0.5481,0.6065,0.5791,0.8523,0.13732451,0.131,10.2,-91.74554727,35.25627533
5147,16.4,6.4,0.001,0.431,0.8895,0.7316,0,0.4836,0.311198333,0.258,11,-91.2430822,35.18633034
5149,18.6,6.5,0.001,0.298,0.5172,0.8628,0.9239,0.5521,0.062111957,0.241,9.8,-93.41125142,35.00257798
6001,11.2,5.4,0.068,0.097,0.4303,0.3123,0.9663,0.916,0.32924125,0.048,8.3,-121.917999,37.65049303
6003,12,6.5,0,0.107,0.9952,0.0665,0.3582,0.7055,0.492516456,0.827,10.9,-119.820653,38.59725063
6005,11.9,6.3,0.002,0.142,0.8729,0.1487,0.6087,0.751,0.510597015,0.229,9.5,-120.6511156,38.4463895
6007,12,6.6,0.004,0.134,0.8803,0.4518,0.8112,0.9484,0.546687766,0.121,10.1,-121.6006717,39.66692936
6009,10.9,6.5,0.001,0.17,0.6032,0.2305,0.4642,0.063,0.504982569,0.378,9.9,-120.5541321,38.2046068
6011,21,5.9,0.001,0.207,0.4303,0.9548,0.9936,0.4228,0.485438583,0.111,9.7,-122.2370296,39.17757311
6013,11.7,5.9,0.034,0.078,0.6032,0.49,0.9436,0.4795,0.333417333,0.046,9,-121.9510731,37.92337945
6015,15.5,6.3,0.001,0.174,0.8541,0.6065,0.717,0.9968,0.682937838,0.138,10.5,-123.9578014,41.74494237
6017,9.6,6.4,0.001,0.11,0.6207,0.1251,0.717,0.2209,0.582005263,0.229,9.2,-120.5246499,38.77873758
6019,19.3,5.7,0.007,0.183,0.9175,0.9736,0.9847,0.844,0.330214354,0.073,10.2,-119.6493226,36.75818013
6021,18.1,6.1,0.002,0.26,0.7092,0.6702,0.9758,0.4871,0.456104965,0.087,10.1,-122.3922068,39.59840477
6023,10.9,6.5,0.001,0.152,0.8341,0.6972,0.7491,0.9042,0.57223013,0.136,10.5,-123.9158194,40.70500908
6025,25.4,5.3,0.001,0.223,0.9869,0.9277,0.9975,0.9869,0.11559021,0.233,9.3,-115.365337,33.03959043
6027,12.2,6.3,0,0.167,0.449,0.2305,0.8274,0.8902,0.075636019,0.153,9.9,-117.4107897,36.51112681
6029,21,5.8,0.004,0.193,0.9436,0.9554,0.978,0.9245,0.235685529,0.094,10.2,-118.7299004,35.34284737
6031,20.7,5.7,0.006,0.19,0.8611,0.979,0.9758,0.9363,0.339348551,0.067,9.7,-119.8155027,36.07536045
6033,14.3,6.4,0.001,0.241,0.9309,0.6832,0.8685,0.837,0.492658865,0.26,10.5,-122.7531839,39.09964534
6035,15.2,6.2,0,0.198,0.6032,0.3123,0.717,0.7198,0.384521165,0.256,9.7,-120.5943328,40.67359039
6037,16.5,5.4,0.063,0.143,0.7092,0.6972,0.9892,0.9045,0.205301511,0.062,8.4,-118.2610139,34.19799786
6039,21.1,5.9,0.002,0.197,0.8541,0.8809,0.9879,0.8239,0.398162555,0.111,10.1,-119.7626445,37.21804406
6041,8.4,6.4,0.008,0.068,0.2188,0.1936,0.8895,0.6985,0.305040678,0.067,8.6,-122.7488586,38.05518334
6043,11,6.4,0,0.181,0.8803,0.1162,0.631,0.5938,0.421690385,0.259,10,-119.905517,37.58152231
6045,13.9,6.4,0.001,0.181,0.9054,0.7198,0.9255,0.8491,0.657445767,0.167,10.3,-123.4315539,39.43362382
6047,22.3,5.8,0.004,0.169,0.9752,0.9752,0.9892,0.8274,0.369056585,0.061,10,-120.717688,37.19187047
6049,13.4,6.4,0,0.279,0.842,0.1337,0.8593,0.5769,0.3396,0.305,10.7,-120.725029,41.58983357
6051,12.1,6.3,0,0.129,0.1369,0.1022,0.9,0.29,0.201148,0.656,9.1,-118.8867093,37.93899034
6053,20.1,5.7,0.003,0.163,0.4876,0.7994,0.9962,0.8399,0.356256471,0.107,9.2,-121.3089016,36.2397744
6055,13.2,6.1,0.006,0.1,0.4166,0.2961,0.9663,0.8249,0.370205814,0.117,8.8,-122.3305385,38.50649644
6057,8.9,6.6,0.002,0.121,0.6545,0.1812,0.6087,0.2076,0.607945946,0.238,9.4,-120.7687521,39.30136958
6059,13.5,5.7,0.113,0.082,0.4303,0.3613,0.9774,0.5683,0.256878378,0.054,8.1,-117.7761428,33.67691343
6061,9.1,6.4,0.008,0.087,0.3981,0.1936,0.7326,0.1974,0.55291745,0.131,9.1,-120.7176459,39.06343139
6063,9.9,6.5,0,0.203,0.6545,0.1251,0.5492,0.2388,0.610863309,0.49,9.9,-120.8385976,40.00468248
6065,17.7,5.6,0.008,0.125,0.8729,0.6972,0.9631,0.6632,0.107385675,0.138,9.2,-115.9938459,33.74368005
6067,12.7,5.9,0.045,0.112,0.779,0.7905,0.9443,0.7603,0.337422,0.055,9.9,-121.3442538,38.44932085
6069,18.1,5.8,0.002,0.091,0.779,0.8628,0.9717,0.1958,0.280862069,0.047,9,-121.0749955,36.6057059
6071,17.8,5.5,0.003,0.132,0.885,0.9268,0.9631,0.8141,0.072797975,0.119,9.5,-116.1784614,34.84143783
6073,13.2,5.9,0.021,0.091,0.6545,0.5234,0.9516,0.8411,0.134726415,0.071,8.6,-116.7702047,33.02818639
6075,9.7,5.3,0.427,0.112,0.3634,0.0328,0.9838,0.9497,0.01555,0.087,7.7,-122.6939756,37.75971501
6077,17.6,5.7,0.025,0.165,0.8803,0.9019,0.9698,0.8083,0.403594079,0.059,9.3,-121.2714032,37.93474597
6079,11.2,6.3,0.001,0.106,0.3487,0.2385,0.8647,0.7832,0.283578613,0.13,9.3,-120.4521969,35.38741848
6081,10.4,5.5,0.044,0.082,0.2611,0.1391,0.9548,0.6043,0.422971111,0.052,7.7,-122.3556632,37.43620973
6083,15.5,6,0.002,0.112,0.6032,0.6065,0.9809,0.9156,0.316090385,0.072,9.2,-120.0307862,34.53834409
6085,11.1,5.4,0.036,0.069,0.3838,0.1936,0.9691,0.731,0.375966906,0.045,7.5,-121.6962789,37.23248403
6087,12.9,6.2,0.011,0.108,0.6376,0.3123,0.9586,0.9035,0.6158075,0.096,9.2,-122.0097874,37.02160591
6089,11.3,6.5,0.002,0.171,0.6207,0.5775,0.631,0.815,0.542924306,0.103,10.3,-122.0405215,40.7637666
6091,11.1,6.5,0,0.248,0.3487,0.0665,0.1477,0.0882,0.640575962,0.482,9.9,-120.5159964,39.5804001
6093,11.7,6.4,0.001,0.189,0.8232,0.3613,0.6905,0.6676,0.550242468,0.201,10.4,-122.5403678,41.59268663
6095,12.7,5.8,0.019,0.09,0.7347,0.7905,0.915,0.6905,0.354105556,0.05,9.6,-121.9400244,38.26691279
6097,12,6.3,0.009,0.094,0.4303,0.3435,0.9303,0.6472,0.505535976,0.088,9.2,-122.9225447,38.52529258
6099,17.4,5.9,0.012,0.149,0.9487,0.8975,0.9729,0.6043,0.374976582,0.047,10,-120.9976829,37.55913744
6101,16,5.9,0.005,0.153,0.9287,0.8752,0.979,0.6654,0.493092537,0.057,9.6,-121.6948497,39.03455952
6103,15.2,6.3,0.001,0.245,0.9121,0.8077,0.873,0.8456,0.442392308,0.124,10.5,-122.2338849,40.12573618
6105,11.6,6.5,0,0.302,0.8729,0.6702,0.5113,0.6307,0.608617564,0.345,10.7,-123.1126277,40.65069356
6107,23.7,5.7,0.003,0.226,0.9175,0.9694,0.9911,0.6371,0.329460479,0.079,10.1,-118.8004725,36.22015666
6109,11.5,6.4,0,0.177,0.7092,0.1022,0.5113,0.6692,0.461725,0.288,9.8,-119.9547536,38.0276014
6111,14.5,5.9,0.007,0.113,0.5669,0.4126,0.9729,0.5508,0.290317778,0.057,8.9,-119.1260272,34.35752852
6113,13.2,6,0.009,0.102,0.6697,0.4126,0.9392,0.9519,0.41499009,0.052,9.2,-121.901617,38.68666039
6115,14.7,6.2,0.003,0.162,0.8611,0.9096,0.9303,0.9077,0.499890625,0.077,10.1,-121.3512627,39.26900767
