FIPS,ZONE_CODE,AREA
17031811600,924,501539.00000000000
17031811701,925,693650.00000000000
17031811702,926,651178.00000000000
17031811800,927,681425.00000000000
17031811900,928,2041664.00000000000
17031812000,929,1561612.00000000000
17031812100,930,400269.00000000000
17031812200,931,550069.00000000000
17031812301,932,140607.00000000000
17031812302,933,315762.00000000000
17031812400,934,733661.00000000000
17031812500,935,367327.00000000000
17031812600,936,236681.00000000000
17031812700,937,262511.00000000000
17031812801,938,81907.00000000000
17031812802,939,134962.00000000000
17031812900,940,438811.00000000000
17031813000,941,318056.00000000000
17031813100,942,298689.00000000000
17031813200,943,388232.00000000000
17031813301,944,54992.00000000000
17031813302,945,52580.00000000000
17031813400,946,148787.00000000000
17031813500,947,142221.00000000000
17031813600,948,76062.00000000000
17031813701,949,53014.00000000000
17031813702,950,43804.00000000000
17031813801,951,67351.00000000000
17031813802,952,88062.00000000000
17031813900,953,110214.00000000000
17031814000,954,109518.00000000000
17031814100,955,65521.00000000000
17031814200,956,198331.00000000000
17031814300,957,110427.00000000000
17031814400,958,275684.00000000000
17031814500,959,170175.00000000000
17031814600,960,188006.00000000000
17031814700,961,193887.00000000000
17031814800,962,228094.00000000000
17031814900,963,89946.00000000000
17031815000,964,91268.00000000000
17031815100,965,118745.00000000000
17031815200,966,291858.00000000000
17031815300,967,181589.00000000000
17031815400,968,389396.00000000000
17031815500,969,320928.00000000000
17031815600,970,1019649.00000000000
17031815701,971,819460.00000000000
17031815702,972,1787015.00000000000
17031815800,973,1011387.00000000000
17031815900,974,127313.00000000000
17031816000,975,365052.00000000000
17031816100,976,1636053.00000000000
17031816200,977,412827.00000000000
17031816300,978,160966.00000000000
17031816401,979,126886.00000000000
17031816402,980,234692.00000000000
17031816500,981,260747.00000000000
17031816600,982,162534.00000000000
17031816700,983,266177.00000000000
17031816800,984,839793.00000000000
17031816900,985,483996.00000000000
17031817000,986,509887.00000000000
17031817101,987,273040.00000000000
17031817102,988,289627.00000000000
17031817200,989,268338.00000000000
17031817300,990,182440.00000000000
17031817400,991,438936.00000000000
17031817500,992,461222.00000000000
17031817600,993,326188.00000000000
17031817700,994,417770.00000000000
17031817900,995,666361.00000000000
17031818000,996,839128.00000000000
17031818100,997,545857.00000000000
17031818200,998,663568.00000000000
17031818300,999,756855.00000000000
17031818401,1000,1338692.00000000000
17031818402,1001,376670.00000000000
17031818500,1002,1824944.00000000000
17031818600,1003,1083380.00000000000
17031818700,1004,699339.00000000000
17031818800,1005,629857.00000000000
17031818900,1006,528402.00000000000
17031819000,1007,4546562.00000000000
17031819100,1008,1366820.00000000000
17031819200,1009,667574.00000000000
17031819300,1010,292753.00000000000
17031819400,1011,410598.00000000000
17031819500,1012,331367.00000000000
17031819600,1013,655559.00000000000
17031819700,1014,1174551.00000000000
17031819801,1015,1124819.00000000000
17031819802,1016,653322.00000000000
17031819900,1017,853092.00000000000
17031820000,1018,885873.00000000000
17031820101,1019,2695537.00000000000
17031820103,1020,896227.00000000000
17031820104,1021,1037347.00000000000
17031820201,1022,5774224.00000000000
17031820202,1023,3562255.00000000000
17031820300,1024,286336.00000000000
17031820400,1025,451056.00000000000
17031820501,1026,1246917.00000000000
17031820502,1027,417132.00000000000
17031820603,1028,875973.00000000000
17031820604,1029,535919.00000000000
17031820605,1030,373117.00000000000
17031820606,1031,1657240.00000000000
17031820700,1032,865761.00000000000
17031820800,1033,626506.00000000000
17031820901,1034,567600.00000000000
17031820902,1035,190427.00000000000
17031821001,1036,347480.00000000000
17031821002,1037,412280.00000000000
17031821101,1038,368105.00000000000
17031821102,1039,456842.00000000000
17031821200,1040,469582.00000000000
17031821300,1041,437263.00000000000
17031821401,1042,168773.00000000000
17031821402,1043,397082.00000000000
17031821500,1044,1117508.00000000000
17031821600,1045,912562.00000000000
17031821700,1046,375419.00000000000
17031821800,1047,479262.00000000000
17031821900,1048,390649.00000000000
17031822000,1049,216596.00000000000
17031822101,1050,487772.00000000000
17031822102,1051,298816.00000000000
17031822200,1052,365110.00000000000
17031822301,1053,276645.00000000000
17031822302,1054,279594.00000000000
17031822400,1055,461396.00000000000
17031822500,1056,434306.00000000000
17031822601,1057,395920.00000000000
17031822602,1058,430513.00000000000
17031822701,1059,253924.00000000000
17031822702,1060,277542.00000000000
17031822801,1061,193882.00000000000
17031822802,1062,334010.00000000000
17031822900,1063,158710.00000000000
17031823001,1064,497937.00000000000
17031823002,1065,398473.00000000000
17031823101,1066,459812.00000000000
17031823102,1067,886141.00000000000
17031823200,1068,1228136.00000000000
17031823302,1069,1055390.00000000000
17031823303,1070,484392.00000000000
17031823304,1071,1077887.00000000000
17031823400,1072,1053683.00000000000
17031823500,1073,328514.00000000000
17031823602,1074,1559455.00000000000
17031823603,1075,627121.00000000000
17031823604,1076,1480020.00000000000
17031823605,1077,1163161.00000000000
17031823702,1078,1435891.00000000000
17031823703,1079,583877.00000000000
17031823704,1080,501600.00000000000
17031823705,1081,590888.00000000000
17031823801,1082,31506564.00000000000
17031823803,1083,1552709.00000000000
17031823805,1084,588647.00000000000
17031823806,1085,794927.00000000000
17031823901,1086,6800519.00000000000
17031823903,1087,2458103.00000000000
17031823904,1088,1632696.00000000000
17031824003,1089,898188.00000000000
17031824004,1090,9778910.00000000000
17031824005,1091,3415768.00000000000
17031824006,1092,5071640.00000000000
17031824105,1093,813571.00000000000
17031824106,1094,3264751.00000000000
17031824107,1095,631117.00000000000
17031824108,1096,548571.00000000000
17031824113,1097,1787208.00000000000
17031824114,1098,1458824.00000000000
17031824115,1099,568702.00000000000
17031824116,1100,3043695.00000000000
17031824117,1101,560901.00000000000
17031824119,1102,1049378.00000000000
17031824120,1103,2031214.00000000000
17031824121,1104,355985.00000000000
17031824122,1105,431292.00000000000
17031824123,1106,655096.00000000000
17031824300,1107,1193183.00000000000
17031824400,1108,561613.00000000000
17031824503,1109,6735846.00000000000
17031824505,1110,656062.00000000000
17031824506,1111,2502982.00000000000
17031824507,1112,1995653.00000000000
17031824601,1113,1179279.00000000000
17031824602,1114,1271842.00000000000
17031824701,1115,571026.00000000000
17031824702,1116,701671.00000000000
17031824800,1117,1234894.00000000000
17031824900,1118,1818779.00000000000
17031825000,1119,2903451.00000000000
17031825200,1120,564730.00000000000
17031825302,1121,2462414.00000000000
17031825303,1122,619228.00000000000
17031825304,1123,426717.00000000000
17031825400,1124,2168798.00000000000
17031825501,1125,954487.00000000000
17031825503,1126,1801333.00000000000
17031825504,1127,764199.00000000000
17031825505,1128,1719927.00000000000
17031825600,1129,1857458.00000000000
17031825700,1130,1054734.00000000000
17031825801,1131,306955.00000000000
17031825802,1132,181722.00000000000
17031825803,1133,206642.00000000000
17031825900,1134,262472.00000000000
17031826000,1135,377866.00000000000
17031826100,1136,1262906.00000000000
17031826201,1137,2935082.00000000000
17031826202,1138,564772.00000000000
17031826301,1139,520248.00000000000
17031826303,1140,408109.00000000000
17031826304,1141,378919.00000000000
17031826401,1142,769496.00000000000
17031826402,1143,638917.00000000000
17031826500,1144,911886.00000000000
17031826600,1145,433833.00000000000
17031826700,1146,297158.00000000000
17031826800,1147,2389951.00000000000
17031826901,1148,285408.00000000000
17031826902,1149,217785.00000000000
17031827000,1150,576921.00000000000
17031827100,1151,404077.00000000000
17031827200,1152,858118.00000000000
17031827300,1153,308317.00000000000
17031827400,1154,789901.00000000000
17031827500,1155,1059301.00000000000
17031827600,1156,543132.00000000000
17031827700,1157,569894.00000000000
17031827801,1158,733141.00000000000
17031827802,1159,477321.00000000000
17031827804,1160,341948.00000000000
17031827805,1161,714992.00000000000
17031827901,1162,797352.00000000000
17031827902,1163,863287.00000000000
17031828000,1164,527280.00000000000
17031828100,1165,654571.00000000000
17031828201,1166,928363.00000000000
17031828202,1167,475501.00000000000
17031828300,1168,4390779.00000000000
17031828401,1169,1259473.00000000000
17031828402,1170,1183676.00000000000
17031828503,1171,940704.00000000000
17031828504,1172,3839022.00000000000
17031828505,1173,3812881.00000000000
17031828506,1174,1131346.00000000000
17031828601,1175,1375406.00000000000
17031828602,1176,1073301.00000000000
17031828701,1177,3402870.00000000000
17031828702,1178,4430655.00000000000
17031828801,1179,1912469.00000000000
17031828802,1180,463864.00000000000
17031828900,1181,1039964.00000000000
17031829000,1182,307260.00000000000
17031829100,1183,632016.00000000000
17031829200,1184,985436.00000000000
17031829301,1185,1186020.00000000000
17031829302,1186,540099.00000000000
17031829401,1187,519609.00000000000
17031829402,1188,3939449.00000000000
17031829500,1189,1466728.00000000000
17031829600,1190,361786.00000000000
17031829700,1191,3488009.00000000000
17031829800,1192,2350931.00000000000
17031829901,1193,3111871.00000000000
17031829902,1194,4799153.00000000000
17031830001,1195,391640.00000000000
17031830003,1196,768822.00000000000
17031830004,1197,1989121.00000000000
17031830005,1198,2434080.00000000000
17031830006,1199,1043540.00000000000
17031830007,1200,1000708.00000000000
17031830008,1201,1022006.00000000000
17031830100,1202,785688.00000000000
17031830201,1203,795978.00000000000
17031830202,1204,937935.00000000000
17031830300,1205,648789.00000000000
17031830400,1206,1172702.00000000000
17031830500,1207,355916.00000000000
17031830600,1208,114642.00000000000
17031830700,1209,230196.00000000000
17031830800,1210,60259.00000000000
17031830900,1211,106802.00000000000
17031831000,1212,50380.00000000000
17031831100,1213,183440.00000000000
17031831200,1214,93409.00000000000
17031831300,1215,55593.00000000000
17031831400,1216,178517.00000000000
17031831500,1217,100717.00000000000
17031831600,1218,291090.00000000000
17031831700,1219,79926.00000000000
17031831800,1220,526063.00000000000
17031831900,1221,69757.00000000000
17031832000,1222,20471.00000000000
17031832100,1223,34431.00000000000
17031832200,1224,74621.00000000000
17031832300,1225,78848.00000000000
17031832400,1226,54715.00000000000
17031832500,1227,106987.00000000000
17031832600,1228,88769.00000000000
17031832900,1229,111683.00000000000
17031833000,1230,81517.00000000000
17031833100,1231,94095.00000000000
17031833300,1232,105209.00000000000
17031833900,1233,155922.00000000000
17031834000,1234,217051.00000000000
17031834200,1235,182776.00000000000
17031834300,1236,467431.00000000000
17031834400,1237,98682.00000000000
17031834500,1238,63559.00000000000
17031834600,1239,314849.00000000000
17031834700,1240,177262.00000000000
17031834800,1241,136775.00000000000
17031834900,1242,194190.00000000000
17031835000,1243,118608.00000000000
17031835100,1244,165217.00000000000
17031835200,1245,70652.00000000000
17031835500,1246,116733.00000000000
17031835600,1247,83608.00000000000
17031835700,1248,12788.00000000000
17031835800,1249,34655.00000000000
17031835900,1250,99731.00000000000
17031836000,1251,71176.00000000000
17031836100,1252,161910.00000000000
17031836200,1253,186097.00000000000
17031836300,1254,31834.00000000000
17031836400,1255,134797.00000000000
17031836500,1256,85787.00000000000
17031836600,1257,80360.00000000000
17031836700,1258,137498.00000000000
17031836800,1259,219128.00000000000
17031836900,1260,16235.00000000000
17031837000,1261,63937.00000000000
17031837100,1262,85601.00000000000
17031837300,1263,62698.00000000000
17031837400,1264,55664.00000000000
17031837800,1265,90030.00000000000
17031838000,1266,91711.00000000000
17031838100,1267,79777.00000000000
17031838200,1268,165974.00000000000
17031838300,1269,36097.00000000000
17031838600,1270,51733.00000000000
17031838700,1271,115826.00000000000
17031838800,1272,1843665.00000000000
17031839000,1273,67836.00000000000
17031839100,1274,25201.00000000000
17031839200,1275,123707.00000000000
17031839500,1276,53012.00000000000
17031839600,1277,51782.00000000000
17031839700,1278,86580.00000000000
17031839800,1279,31113.00000000000
17031839900,1280,117335.00000000000
17031840000,1281,48122.00000000000
17031840100,1282,34667.00000000000
17031840200,1283,57511.00000000000
17031840300,1284,128638.00000000000
17031840400,1285,94462.00000000000
17031840700,1286,85899.00000000000
17031840800,1287,59722.00000000000
17031841000,1288,75706.00000000000
17031841100,1289,87779.00000000000
17031841200,1290,60949.00000000000
17031841300,1291,128965.00000000000
17031841400,1292,38751.00000000000
17031841500,1293,79307.00000000000
17031841600,1294,37280.00000000000
17031841700,1295,52691.00000000000
17031841800,1296,425184.00000000000
17031841900,1297,168759.00000000000
17031842000,1298,120206.00000000000
17031842100,1299,277037.00000000000
17031842200,1300,91652.00000000000
17031842300,1301,106049.00000000000
17031842400,1302,279076.00000000000
17031842500,1303,68618.00000000000
17031842600,1304,292923.00000000000
17031842800,1305,145735.00000000000
17031842900,1306,180994.00000000000
17031843000,1307,108128.00000000000
17031843100,1308,310547.00000000000
17031843200,1309,110523.00000000000
17031843300,1310,88610.00000000000
17031843400,1311,67493.00000000000
17031843500,1312,226635.00000000000
17031843600,1313,62393.00000000000
17031843700,1314,185118.00000000000
17031843800,1315,162920.00000000000
17031843900,1316,397736.00000000000
17031980000,1317,197444.00000000000
17031980100,1318,18282.00000000000
