FIPS,ZONE_CODE,AREA
17031650301,584,148626.00000000000
17031650302,585,116532.00000000000
17031650400,586,146072.00000000000
17031650500,587,153463.00000000000
17031660301,588,21489.00000000000
17031660302,589,73795.00000000000
17031660400,590,112396.00000000000
17031660500,591,148918.00000000000
17031660600,592,120159.00000000000
17031660700,593,106077.00000000000
17031660800,594,116496.00000000000
17031660900,595,467055.00000000000
17031661000,596,215055.00000000000
17031661100,597,199025.00000000000
17031670100,598,106764.00000000000
17031670200,599,95650.00000000000
17031670300,600,103737.00000000000
17031670400,601,96257.00000000000
17031670500,602,109337.00000000000
17031670600,603,112079.00000000000
17031670700,604,105402.00000000000
17031670800,605,70003.00000000000
17031670900,606,81392.00000000000
17031671100,607,58548.00000000000
17031671200,608,61115.00000000000
17031671300,609,134833.00000000000
17031671400,610,146554.00000000000
17031671500,611,171918.00000000000
17031671600,612,97379.00000000000
17031671800,613,76209.00000000000
17031671900,614,56628.00000000000
17031672000,615,236832.00000000000
17031680500,616,115878.00000000000
17031680600,617,91666.00000000000
17031680900,618,173979.00000000000
17031681000,619,147546.00000000000
17031681100,620,143432.00000000000
17031681200,621,193368.00000000000
17031681300,622,192552.00000000000
17031681400,623,147340.00000000000
17031690300,624,67600.00000000000
17031690400,625,133292.00000000000
17031690500,626,33976.00000000000
17031690900,627,133473.00000000000
17031691000,628,156364.00000000000
17031691100,629,117654.00000000000
17031691200,630,146847.00000000000
17031691300,631,164864.00000000000
17031691400,632,143996.00000000000
17031691500,633,161212.00000000000
17031700100,634,173406.00000000000
17031700200,635,184213.00000000000
17031700301,636,185404.00000000000
17031700302,637,163141.00000000000
17031700401,638,296354.00000000000
17031700402,639,231608.00000000000
17031700501,640,347105.00000000000
17031700502,641,479653.00000000000
17031710100,642,43586.00000000000
17031710200,643,152093.00000000000
17031710300,644,53525.00000000000
17031710400,645,213283.00000000000
17031710500,646,104958.00000000000
17031710600,647,37482.00000000000
17031710700,648,67304.00000000000
17031710800,649,121246.00000000000
17031710900,650,178831.00000000000
17031711000,651,155750.00000000000
17031711100,652,117222.00000000000
17031711200,653,216111.00000000000
17031711300,654,74863.00000000000
17031711400,655,145160.00000000000
17031711500,656,155824.00000000000
17031720100,657,1037471.00000000000
17031720200,658,806117.00000000000
17031720300,659,490186.00000000000
17031720400,660,191091.00000000000
17031720500,661,348267.00000000000
17031720600,662,245855.00000000000
17031720700,663,523700.00000000000
17031730100,664,136178.00000000000
17031730201,665,205545.00000000000
17031730202,666,142272.00000000000
17031730300,667,49971.00000000000
17031730400,668,330915.00000000000
17031730500,669,300658.00000000000
17031730600,670,255326.00000000000
17031730700,671,240403.00000000000
17031740100,672,194994.00000000000
17031740200,673,396268.00000000000
17031740300,674,277650.00000000000
17031740400,675,459497.00000000000
17031750100,676,291071.00000000000
17031750200,677,595072.00000000000
17031750300,678,227121.00000000000
17031750400,679,274875.00000000000
17031750500,680,692606.00000000000
17031750600,681,334162.00000000000
17031760801,682,306342.00000000000
17031760802,683,4268322.00000000000
17031760803,684,304601.00000000000
17031770201,685,740469.00000000000
17031770202,686,3851922.00000000000
17031770300,687,6456129.00000000000
17031770400,688,973161.00000000000
17031770500,689,605253.00000000000
17031770601,690,648606.00000000000
17031770602,691,755915.00000000000
17031770700,692,618581.00000000000
17031770800,693,1256491.00000000000
17031770901,694,216805.00000000000
17031770902,695,192155.00000000000
17031800100,696,1729335.00000000000
17031800200,697,3892754.00000000000
17031800300,698,1819562.00000000000
17031800400,699,1646784.00000000000
17031800500,700,1722950.00000000000
17031800600,701,770116.00000000000
17031800700,702,1667115.00000000000
17031800800,703,2310186.00000000000
17031800900,704,847357.00000000000
17031801000,705,1007990.00000000000
17031801100,706,894705.00000000000
17031801200,707,1028341.00000000000
17031801300,708,1028346.00000000000
17031801400,709,758396.00000000000
17031801500,710,4778185.00000000000
17031801601,711,1554250.00000000000
17031801603,712,4695877.00000000000
17031801605,713,1531579.00000000000
17031801606,714,2640893.00000000000
17031801607,715,1887609.00000000000
17031801608,716,1709060.00000000000
17031801701,717,1041926.00000000000
17031801702,718,1144967.00000000000
17031801800,719,5254247.00000000000
17031801901,720,987110.00000000000
17031801902,721,1711525.00000000000
17031802002,722,1318614.00000000000
17031802003,723,628160.00000000000
17031802004,724,271164.00000000000
17031802100,725,869112.00000000000
17031802200,726,2267985.00000000000
17031802300,727,382754.00000000000
17031802402,728,2683195.00000000000
17031802403,729,194257.00000000000
17031802404,730,629625.00000000000
17031802503,731,765309.00000000000
17031802504,732,949280.00000000000
17031802505,733,641867.00000000000
17031802506,734,2758141.00000000000
17031802605,735,1692586.00000000000
17031802607,736,989160.00000000000
17031802608,737,1598518.00000000000
17031802609,738,156400.00000000000
17031802610,739,641915.00000000000
17031802701,740,1100322.00000000000
17031802702,741,1840118.00000000000
17031802801,742,1145162.00000000000
17031802802,743,1245302.00000000000
17031802900,744,1921691.00000000000
17031803005,745,767430.00000000000
17031803007,746,924797.00000000000
17031803008,747,919011.00000000000
17031803010,748,1037338.00000000000
17031803012,749,244797.00000000000
17031803013,750,738721.00000000000
17031803014,751,409188.00000000000
17031803015,752,1097607.00000000000
17031803016,753,289942.00000000000
17031803017,754,940419.00000000000
17031803100,755,749502.00000000000
17031803200,756,1121076.00000000000
17031803300,757,719377.00000000000
17031803400,758,1334391.00000000000
17031803500,759,1172747.00000000000
17031803603,760,3987811.00000000000
17031803604,761,813135.00000000000
17031803605,762,997254.00000000000
17031803606,763,288403.00000000000
17031803607,764,1071618.00000000000
17031803608,765,8515933.00000000000
17031803610,766,1245441.00000000000
17031803611,767,347394.00000000000
17031803612,768,160252.00000000000
17031803701,769,362743.00000000000
17031803702,770,1291506.00000000000
17031803800,771,1217863.00000000000
17031803901,772,1092568.00000000000
17031803902,773,922698.00000000000
17031804000,774,925551.00000000000
17031804102,775,2912493.00000000000
17031804104,776,957924.00000000000
17031804105,777,4299083.00000000000
17031804106,778,1451477.00000000000
17031804108,779,506854.00000000000
17031804109,780,1338872.00000000000
17031804201,781,31623262.00000000000
17031804202,782,3389644.00000000000
17031804305,783,802862.00000000000
17031804306,784,903986.00000000000
17031804308,785,451120.00000000000
17031804309,786,402380.00000000000
17031804310,787,4483621.00000000000
17031804311,788,3343392.00000000000
17031804403,789,1364482.00000000000
17031804404,790,1132983.00000000000
17031804405,791,487779.00000000000
17031804406,792,2613416.00000000000
17031804505,793,726379.00000000000
17031804506,794,1889978.00000000000
17031804507,795,2787107.00000000000
17031804508,796,278484.00000000000
17031804509,797,575367.00000000000
17031804510,798,544715.00000000000
17031804511,799,190543.00000000000
17031804603,800,1635397.00000000000
17031804606,801,1136784.00000000000
17031804607,802,1005511.00000000000
17031804608,803,756135.00000000000
17031804609,804,903971.00000000000
17031804610,805,549701.00000000000
17031804611,806,800012.00000000000
17031804701,807,3412512.00000000000
17031804705,808,540629.00000000000
17031804706,809,546572.00000000000
17031804709,810,953669.00000000000
17031804710,811,715491.00000000000
17031804711,812,483896.00000000000
17031804712,813,714220.00000000000
17031804713,814,634489.00000000000
17031804714,815,716504.00000000000
17031804715,816,230275.00000000000
17031804716,817,535735.00000000000
17031804803,818,1266168.00000000000
17031804804,819,967122.00000000000
17031804805,820,1165693.00000000000
17031804806,821,354957.00000000000
17031804807,822,987562.00000000000
17031804808,823,661333.00000000000
17031804809,824,803175.00000000000
17031804810,825,976119.00000000000
17031804901,826,1082524.00000000000
17031804902,827,919072.00000000000
17031805001,828,1323226.00000000000
17031805002,829,475684.00000000000
17031805105,830,570497.00000000000
17031805106,831,486612.00000000000
17031805107,832,531419.00000000000
17031805108,833,384836.00000000000
17031805109,834,912031.00000000000
17031805110,835,728222.00000000000
17031805111,836,625618.00000000000
17031805112,837,549632.00000000000
17031805201,838,580336.00000000000
17031805202,839,588737.00000000000
17031805301,840,214323.00000000000
17031805302,841,440049.00000000000
17031805401,842,532339.00000000000
17031805402,843,461032.00000000000
17031805501,844,599618.00000000000
17031805502,845,726250.00000000000
17031805600,846,792218.00000000000
17031805701,847,1473460.00000000000
17031805702,848,1050992.00000000000
17031805801,849,1146830.00000000000
17031805802,850,638578.00000000000
17031805901,851,1756829.00000000000
17031805902,852,817153.00000000000
17031806001,853,406186.00000000000
17031806002,854,993684.00000000000
17031806003,855,245170.00000000000
17031806004,856,435807.00000000000
17031806102,857,970361.00000000000
17031806103,858,891844.00000000000
17031806104,859,1886534.00000000000
17031806201,860,113832.00000000000
17031806202,861,398546.00000000000
17031806300,862,879825.00000000000
17031806400,863,519549.00000000000
17031806501,864,240946.00000000000
17031806502,865,940126.00000000000
17031806600,866,1021887.00000000000
17031806700,867,753980.00000000000
17031806801,868,630781.00000000000
17031806802,869,307119.00000000000
17031806900,870,657383.00000000000
17031807000,871,307176.00000000000
17031807100,872,605777.00000000000
17031807200,873,836265.00000000000
17031807300,874,455694.00000000000
17031807400,875,419256.00000000000
17031807500,876,287989.00000000000
17031807600,877,857747.00000000000
17031807700,878,453584.00000000000
17031807800,879,448961.00000000000
17031807900,880,738392.00000000000
17031808001,881,646006.00000000000
17031808002,882,588965.00000000000
17031808100,883,1108436.00000000000
17031808200,884,501717.00000000000
17031808301,885,1327980.00000000000
17031808302,886,445390.00000000000
17031808400,887,1015380.00000000000
17031808500,888,1018689.00000000000
17031808600,889,2153995.00000000000
17031808702,890,247546.00000000000
17031808800,891,886926.00000000000
17031808900,892,659436.00000000000
17031809000,893,750613.00000000000
17031809100,894,660652.00000000000
17031809200,895,354779.00000000000
17031809300,896,430484.00000000000
17031809400,897,286951.00000000000
17031809500,898,222425.00000000000
17031809600,899,415184.00000000000
17031809700,900,435542.00000000000
17031809800,901,281811.00000000000
17031809900,902,298497.00000000000
17031810000,903,299393.00000000000
17031810100,904,250880.00000000000
17031810200,905,262672.00000000000
17031810301,906,463424.00000000000
17031810302,907,302318.00000000000
17031810400,908,686737.00000000000
17031810501,909,453488.00000000000
17031810502,910,176640.00000000000
17031810600,911,325824.00000000000
17031810701,912,106314.00000000000
17031810702,913,98300.00000000000
17031810800,914,230750.00000000000
17031810900,915,218496.00000000000
17031811000,916,526628.00000000000
17031811100,917,1340252.00000000000
17031811200,918,945503.00000000000
17031811301,919,611226.00000000000
17031811302,920,445507.00000000000
17031811401,921,354201.00000000000
17031811402,922,374579.00000000000
17031811500,923,534001.00000000000
